Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,if_anomaly_label,if_anomaly_score,if_risk_score,ocsvm_anomaly_label,ocsvm_anomaly_score,ocsvm_risk_score,health_score,equipment_category,alert_level,alert_priority,recommended_action
0.7444127434486935,-0.9523894433829583,-0.9473598877173399,0.06818514034143007,0.28219975602413067,-1.6959837443286894,0,0,0,0,0,0,0,0.09867770563042033,-0.09867770563042033,0,3.4678484273578114,-3.4678484273578114,71.69,General Equipment,Low Risk,Observe,Increase monitoring frequency and review machine condition during the next inspection.
-0.7453065750397865,-0.9023934097553371,-0.8799590021118113,-0.7294715051501507,0.6333080199205777,-1.6488517007812828,0,0,0,0,0,0,0,0.11810764587667422,-0.11810764587667422,0,1.558179666732027,-1.558179666732027,78.05,General Equipment,Low Risk,Observe,Increase monitoring frequency and review machine condition during the next inspection.
-0.7453065750397865,-0.9523894433829583,-1.014760773322907,-0.2274498401554495,0.9442896250860024,-1.6174303384163453,0,0,0,0,0,0,0,0.11405704068340566,-0.11405704068340566,0,1.3947772765541266,-1.3947772765541266,76.72,General Equipment,Low Risk,Observe,Increase monitoring frequency and review machine condition during the next inspection.
-0.7453065750397865,-0.9023934097553371,-0.9473598877173399,-0.5900210426516226,-0.04884517850680491,-1.5860089760514078,0,0,0,0,0,0,0,0.12464105222566774,-0.12464105222566774,0,0.9728778039021222,-0.9728778039021222,80.19,General Equipment,Normal,Stable,No immediate action required. Continue normal monitoring.
-0.7453065750397865,-0.9023934097553371,-0.8799590021118113,-0.7294715051501507,0.0013131449069732513,-1.55458761368647,0,0,0,0,0,0,0,0.12882061477977652,-0.12882061477977652,0,0.8612996402757744,-0.8612996402757744,81.56,General Equipment,Normal,Stable,No immediate action required. Continue normal monitoring.
0.7444127434486935,-0.9523894433829583,-0.9473598877173399,-0.6346451906511515,0.1919147738793301,-1.5231662513215325,0,0,0,0,0,0,0,0.11953510649397986,-0.11953510649397986,0,3.9158129284210546,-3.9158129284210546,78.52,General Equipment,Low Risk,Observe,Increase monitoring frequency and review machine condition during the next inspection.
-0.7453065750397865,-0.9523894433829583,-0.9473598877173399,0.10723126984101794,0.24207309729310825,-1.4760342077741262,0,0,0,0,0,0,0,0.14236446867656466,-0.14236446867656466,0,1.9427669614589114,-1.9427669614589114,85.99,General Equipment,Normal,Stable,No immediate action required. Continue normal monitoring.
-0.7453065750397865,-0.9523894433829583,-0.9473598877173399,-0.0656873036571569,0.021376474272484798,-1.4446128454091884,0,0,0,0,0,0,0,0.147347458099983,-0.147347458099983,0,2.1206259778636003,-2.1206259778636003,87.62,General Equipment,Normal,Stable,No immediate action required. Continue normal monitoring.
0.7444127434486935,-0.8523973761276875,-0.8799590021118113,0.7152352863346004,-1.1422966289271685,-1.413191483044251,0,0,0,0,0,0,0,0.10034001493073325,-0.10034001493073325,0,3.559828019960687,-3.559828019960687,72.23,General Equipment,Low Risk,Observe,Increase monitoring frequency and review machine condition during the next inspection.
0.7444127434486935,-0.7524053088724167,-0.6777563452951486,1.1280086553302437,-1.2024866170237025,-1.3660594394968446,0,0,0,0,0,0,0,0.08946765367023124,-0.08946765367023124,0,3.822342590597934,-3.822342590597934,68.67,General Equipment,Low Risk,Observe,Increase monitoring frequency and review machine condition during the next inspection.
2.2341320619371734,-0.8024013425000663,-0.7451572309007156,1.3567074138278297,-1.6137848690166836,-1.318927395949438,0,0,0,0,0,0,0,0.008464307239210656,-0.008464307239210656,0,0.4411515736452536,-0.4411515736452536,42.15,General Equipment,Medium Risk,Inspect,Schedule machine inspection and check possible abnormal operating conditions.
2.2341320619371734,-0.7024092752447672,-0.6103554596895817,-0.6458012276510338,0.4326747262654651,-1.240373990037094,0,0,0,0,0,0,0,0.08135915572526886,-0.08135915572526886,0,2.1880476413690033,-2.1880476413690033,66.02,General Equipment,Low Risk,Observe,Increase monitoring frequency and review machine condition during the next inspection.
0.7444127434486935,-0.7024092752447672,-0.6103554596895817,-1.1143547816460881,1.1148279246928485,-1.1618205841247502,0,0,0,0,0,0,0,0.10787036797688049,-0.10787036797688049,0,5.22902305258836,-5.22902305258836,74.7,General Equipment,Low Risk,Observe,Increase monitoring frequency and review machine condition during the next inspection.
0.7444127434486935,-0.7024092752447672,-0.542954574084053,1.1335866738301847,-1.0018533233685898,-1.1146885405773437,0,0,0,0,0,0,0,0.10433797815401247,-0.10433797815401247,0,4.681858079937751,-4.681858079937751,73.54,General Equipment,Low Risk,Observe,Increase monitoring frequency and review machine condition during the next inspection.
-0.7453065750397865,-0.7024092752447672,-0.542954574084053,2.767946094312934,-2.0451464503751753,-1.0675564970299374,0,0,0,0,0,0,0,0.026919050747104212,-0.026919050747104212,0,1.6089306172167603,-1.6089306172167603,48.19,General Equipment,Medium Risk,Inspect,Schedule machine inspection and check possible abnormal operating conditions.
-0.7453065750397865,-0.7024092752447672,-0.542954574084053,0.017982973841959956,0.8439729782584461,-1.0361351346649996,0,0,0,0,0,0,0,0.14608404193219737,-0.14608404193219737,0,2.5388762934307323,-2.5388762934307323,87.21,General Equipment,Normal,Stable,No immediate action required. Continue normal monitoring.
